long,'lat','fuscus'
-43.8937,-19.6385,1
-58.1782,-15.6261,1
-56.8221,-16.6856,1
-47.6946,-22.1179,1
-49.5113,-20.8241,1
-43.5053,-20.0714,1
-48.9728,-21.1382,1
-47.6256,-22.2206,1
-49.4643,-20.6169,1
-42.8112,-5.0904,1
-50.8965,-20.1888,1
-50.9266,-20.2113,1
-50.8937,-20.1852,1
-49.3796,-20.8108,1
-49.4456,-20.9177,1
-49.915,-20.0796,1
-49.2211,-21.4691,1
-49.7799,-20.4819,1
-49.6496,-20.6262,1
-56.5278,-22.1138,1
-49.0594,-20.5242,1
-49.7142,-20.7725,1
-49.497,-21.0162,1
-49.183,-21.1059,1
-49.2201,-20.7953,1
-49.6814,-19.981,1
-49.0741,-21.6204,1
-49.0312,-20.9635,1
-50.1456,-20.677,1
-49.3594,-20.7854,1
-48.3167,-21.2566,1
-49.2008,-20.3515,1
-48.4322,-22.8562,1
-48.492,-22.8978,1
-51.9783,-23.9134,1
-51.9552,-23.9184,1
-51.9507,-23.9031,1
-72.78833333,-9.086111111,1
-72.74111111,-9.040833333,1
-72.79170227,-8.941109657,1
-56.615556,-20.086667,1
-56.618889,-18.988056,1
-57.018333,-19.576667,1
-62.485,-10.404167,1
-53.312222,-17.909167,1
-56.783333,-19.05,1
-54.589425,-20.394353,1
-54.568889,-19.386389,1
-57.695278,-21.633611,1
-57.474722,-18.090556,1
-57.622222,-19.240833,1
-42.235,-20.60225,1
-54.75141,-20.538759,1
-54.616667,-20.433333,1
-54.876669,-20.759263,1
-56.516179,-20.982435,1
-54.732639,-22.328556,1
-54.736028,-22.329639,1
-56.515,-20.996,1
-54.905619,-19.804106,1
-43.63059998,-10.70779991,1
-55.78720093,-20.47109985,1
-56.71500015,-20.53860092,1
-54.64640045,-20.44280052,1
-57.65330124,-19.00919914,1
-57.88249969,-21.69890022,1
-54.56639862,-19.39529991,1
-51.47999954,-20.87000084,1
-49.24670029,-8.283889771,1
-48.41719818,-10.70810032,1
-56.48189926,-21.12109947,1
-57.60169983,-19.00469971,1
-49.62360001,-10.79360008,1
-54.78939819,-22.07889938,1
-54.54639816,-21.80190086,1
-55.83000183,-21.13529968,1
-48.36029816,-10.21280003,1
-53.12919998,-18.54389954,1
-54.82939911,-19.83169937,1
-54.38389969,-21.46579933,1
-53.70610046,-18.32419968,1
-46.61719894,-7.361939907,1
-44.55830002,-7.222780228,1
-54.96139908,-20.93190002,1
-43.850824,-4.3850824,1
-61.37060165,3.652220011,1
-48.43999863,-22.87999916,1
-46.97999954,-22.70000076,1
-61.9516983,-10.88529968,1
-55.51810074,-1.917500019,1
-39.28440094,-14.59309959,1
-56.09669876,-15.59609985,1
-47.0503006,-14.44859982,1
-46.83000183,-23,1
-47.81999969,-22.25,1
-44.13560104,-22.72310066,1
-45.84000015,-23.53000069,1
-46.63000107,-23.54000092,1
-35.493333,-9.238889,1
-47.61000061,-23.5,1
-40.27330017,-19.82029915,1
-60.6733017,2.81972003,1
-44.43080139,-18.75639915,1
-41.66719818,-20.54140091,1
-45.88000107,-23.17000008,1
-40.30780029,-20.12859917,1
-42.96559906,-22.41220093,1
-51.1628,-23.3103,1
-50.98,-23.2542,1
-49.87,-22.97,1
-50.7511,-23.08,1
-51.2311,-22.7803,1
-50.9131,-23.07,1
-63.9039,-8.76194,1
-50.64,-21.26,1
-40.18333333,-20.1025,1
-75.1833333,3.3333333,1
-75.5,3.8333333,1
-63.5,6.33333,1
-73.6166667,4.15,1
-71.6666667,5.4166667,1
-57.7209,-21.71,1
-57.5564,-19.0184,1
-53.6571,-22.9218,1
