long,'lat','fuscov'
-47.777383,-21.027287,1
-49.378,-21.0429,1
-56.608722,-21.045694,1
-49.6883,-21.0528,1
-44.0797,-21.0575,1
-49.5434,-21.0767,1
-56.48189926,-21.12109947,1
-56.4819,-21.1211,1
-55.83000183,-21.13529968,1
-56.792222,-21.146667,1
-46.568335,-21.150872,1
-49.5772,-21.1663,1
-61.657921,-21.208997,1
-48.287915,-21.240683,1
-48.525579,-21.249338,1
-48.31999969,-21.25,1
-48.3167,-21.2566,1
-50.3085,-21.2929,1
-49.5,-21.3425,1
-51.5733,-21.3864,1
-48.6872,-21.4022,1
-45.8286,-21.4064,1
-49.709971,-21.465132,1
-54.38389969,-21.46579933,1
-56.13809967,-21.4803009,1
-51.5334,-21.4837,1
-54.217222,-21.506389,1
-51.4357,-21.5139,1
-50.4483,-21.5591,1
-51.2617,-21.5624,1
-43.26555556,-21.58805556,1
-47.7,-21.6,1
-47.7972,-21.6031,1
-48.5372,-21.6205,1
-41.627675,-21.62942,1
-55.15,-21.6333,1
-44.6039,-21.6819,1
-51.0728,-21.6857,1
-47.47,-21.71,1
-48.09999847,-21.71999931,1
-51.0189,-21.7209,1
-48.56000137,-21.77000046,1
-45.837676,-21.778598,1
-46.5614,-21.7878,1
-54.5423,-21.8025,1
-46.559322,-21.836851,1
-50.6894,-21.8583,1
-47.61000061,-21.89999962,1
-50.5136,-21.9347,1
-43.1664,-21.95,1
-51.4134,-21.9557,1
-47.41972222,-21.99,1
-47.42,-21.99,1
-51.5537,-22.0068,1
-47.89,-22.01,1
-43.233611,-22.035833,1
-51.3466,-22.0515,1
-51.4679,-22.0767,1
-54.78939819,-22.07889938,1
-43.209939,-22.115653,1
-47.6946,-22.1179,1
-51.3882,-22.123,1
-51.172,-22.1463,1
-54.913281,-22.210799,1
-49.9453,-22.2154,1
-47.62,-22.22,1
-47.6256,-22.2206,1
-47.298275,-22.225522,1
-50.8937,-22.2293,1
-49.0842,-22.2348,1
-50.6981,-22.2477,1
-47.82,-22.25,1
-47.81999969,-22.25,1
-49.6323,-22.2528,1
-48.4467,-22.2697,1
-64.699911,-22.278411,1
-64.697506,-22.279227,1
-48.5306,-22.3027,1
-49.06,-22.31,1
-52.3293,-22.3699,1
-49.8044,-22.3772,1
-49.672,-22.38,1
-49.675,-22.3879,1
-49.6698,-22.3972,1
-49.6688,-22.4007,1
-49.6944,-22.4025,1
-49.6954,-22.4053,1
-49.6856,-22.4065,1
-47.56000137,-22.40999985,1
-47.56,-22.41,1
-47.5626,-22.4121,1
-42.96559906,-22.41220093,1
-49.6822,-22.4169,1
-42.98,-22.43,1
-48.8659,-22.4317,1
-64.749154,-22.457529,1
-43.17833333,-22.505,1
-52.16,-22.53,1
-52.2341,-22.5446,1
-48.16,-22.56,1
-50.378234,-22.569044,1
-52.1689,-22.6169,1
-52.1716,-22.6214,1
-56.0583,-22.6333,1
-54.8222,-22.6342,1
-44.57,-22.64,1
-50.41,-22.66,1
-55.9751,-22.6749,1
-47.562397,-22.683247,1
-47.56239722,-22.68324722,1
-46.97972222,-22.70027778,1
-47.382488,-22.702026,1
-47.64,-22.72,1
-47.33,-22.73,1
-47.40999985,-22.75,1
-44.6125,-22.7581,1
-48.11999893,-22.78000069,1
-47.939288,-22.850562,1
-47.939306,-22.85091,1
-48.4322,-22.8562,1
-47.339733,-22.858253,1
-47.338454,-22.858992,1
-57.0284,-22.8592,1
-46.0327,-22.8657,1
-48.43999863,-22.87999916,1
-48.43972222,-22.88,1
-48.4448,-22.8859,1
-48.445,-22.886667,1
-48.492,-22.8978,1
-47.06000137,-22.89999962,1
-47.06,-22.9,1
-43.2075,-22.9028,1
-53.653195,-22.918628,1
-53.657092,-22.921766,1
-46.724432,-22.938408,1
-46.542,-22.9482,1
-53.2965,-22.9634,1
-46.822135,-22.965711,1
-49.87,-22.97,1
-46.83,-23,1
-45.5613,-23.0311,1
-44.95999908,-23.06999969,1
-50.9131,-23.07,1
-45.931131,-23.071389,1
-50.7511,-23.08,1
-47.039704,-23.088864,1
-49.8112,-23.0889,1
-47.043721,-23.097272,1
-47.043317,-23.097884,1
-49.7933,-23.1077,1
-46.54972222,-23.11027778,1
-46.5554,-23.1156,1
-44.233,-23.1487,1
-55.9391,-23.1716,1
-46.88,-23.18,1
-46.88000107,-23.18000031,1
-46.88,-23.18027778,1
-50.6507,-23.1821,1
-46.5217,-23.1869,1
-49.7569,-23.195,1
-45.31,-23.22,1
-46.9408,-23.2339,1
-46.9458,-23.2364,1
-46.9367,-23.245,1
-46.9436,-23.2497,1
-46.922706,-23.28021,1
-46.922697,-23.280222,1
-51.1628,-23.3103,1
-45.145833,-23.335833,1
-52.0949,-23.345,1
-48.35,-23.4,1
-51.4244,-23.4194,1
-51.9386,-23.4253,1
-51.93833333,-23.42555556,1
-49.5459,-23.429414,1
-45.07,-23.43,1
-45.06972222,-23.43027778,1
-51.9685,-23.4348,1
-46.745599,-23.458797,1
-48.41,-23.49,1
-46.1883,-23.5228,1
-46.18805556,-23.52305556,1
-46.63,-23.54,1
-46.31,-23.54,1
-46.63000107,-23.54000092,1
-46.63,-23.54027778,1
-45.41,-23.62,1
-45.40972222,-23.62027778,1
-47.119503,-23.650463,1
-64.864633,-23.65884,1
-46.52972222,-23.66,1
-46.46,-23.66,1
-52.60472222,-23.66333333,1
-64.866831,-23.671574,1
-46.5648,-23.6896,1
-46.56000137,-23.69000053,1
-45.35,-23.77,1
-48.59000015,-23.79000092,1
-48.584223,-23.797929,1
-56.283156,-23.8084,1
-47.71,-23.81,1
-56.518,-23.8313,1
-50.4048,-23.85,1
-46.1386,-23.8544,1
-51.8567,-23.8656,1
-46.41999817,-23.88999939,1
-46.42,-23.89,1
-51.9783,-23.9134,1
-51.9813,-23.9194,1
-46.33,-23.96,1
-48.34,-24,1
-48.36,-24.09027778,1
-49.464,-24.1133,1
-47.983204,-24.116604,1
-55.545304,-24.119008,1
-55.530165,-24.132609,1
-48.53,-24.18,1
-65.277163,-24.183821,1
-65.229909,-24.191357,1
-48.75972222,-24.22,1
-48.76,-24.22,1
-49.7058,-24.2511,1
-49.7131,-24.2555,1
-49.731992,-24.343972,1
-49.491268,-24.350081,1
-48.1,-24.52,1
-50.2524,-24.5607,1
-50.259172,-24.562441,1
-48.59000015,-24.57999992,1
-64.634206,-24.689086,1
-47.55,-24.7,1
-47.54999924,-24.70000076,1
-47.88,-24.71,1
-53.899167,-24.737778,1
-47.92,-25.01,1
-49.964917,-25.064361,1
-53.8486,-25.1467,1
-56.7667,-25.1667,1
-50.0138,-25.2277,1
-57.29045,-25.2496,1
-50.0137,-25.2496,1
-57.29045,-25.249683,1
-57.0667,-25.259,1
-65.487221,-25.281666,1
-57.4167,-25.3,1
-57.6362,-25.3005,1
-52.54140091,-25.30690002,1
-57.268817,-25.3079,1
-57.3761,-25.3141,1
-54.580617,-25.3293,1
-57.65,-25.35,1
-49.0769,-25.3656,1
-56.963309,-25.382075,1
-49.015442,-25.385035,1
-49.27310181,-25.42779922,1
-53.40810013,-25.43560028,1
-49.1956,-25.5306,1
-54.141521,-25.538081,1
-54.140101,-25.538388,1
-50.21177,-25.562538,1
-50.211759,-25.562543,1
-52.0558,-25.5722,1
-54.072368,-25.589536,1
-54.501211,-25.599315,1
-54.554259,-25.600087,1
-54.108369,-25.619792,1
-49.3122,-25.6525,1
-49.30810165,-25.65749931,1
-49.3081,-25.6575,1
-53.793665,-25.66492,1
-54.45,-25.6667,1
-51.65969849,-25.69560051,1
-48.725222,-25.756224,1
-48.725223,-25.758232,1
-48.5428,-25.8175,1
-53.982353,-25.850264,1
-53.975704,-25.85756,1
-53.960773,-25.859412,1
-53.958435,-25.877719,1
-51.3467,-26.0175,1
-57.05,-26.02,1
-53.791221,-26.030523,1
-49.8043,-26.0837,1
-49.79750061,-26.10580063,1
-51.2317009,-26.16110039,1
-51.08639908,-26.22999954,1
-48.6381,-26.2433,1
-49.3786,-26.2503,1
-51.364,-26.3948,1
-51.3591,-26.4202,1
-49.2431,-26.4253,1
-51.3156,-26.4275,1
-51.14830017,-26.47310066,1
-52.5317,-26.5581,1
-52.455,-26.6314,1
-65.259291,-26.727447,1
-53.165412,-26.731981,1
-51.01499939,-26.77529907,1
-51.904,-26.783,1
-51.9556,-26.7907,1
-52.9525,-26.8363,1
-52.9919014,-26.84810066,1
-49.141483,-26.863556,1
-51.7935,-26.8675,1
-52.8998,-26.8696,1
-51.7918,-26.8702,1
-52.01580048,-26.87170029,1
-50.69530106,-26.92889977,1
-50.14139938,-26.94890022,1
-54.135624,-27.039301,1
-48.91749954,-27.09810066,1
-48.517,-27.138,1
-51.900229,-27.147193,1
-49.5419,-27.1661,1
-55.8227,-27.1666,1
-55.7794,-27.1805,1
-55.725,-27.1839,1
-53.8513377,-27.2326704,1
-52.02780151,-27.23419952,1
-53.8608017,-27.26469994,1
-50.58440018,-27.28280067,1
-52.32310104,-27.29059982,1
-54.231441,-27.306496,1
-53.39440155,-27.35919952,1
-52.77140045,-27.36170006,1
-53.75830078,-27.37109947,1
-55.592814,-27.385085,1
-51.22499847,-27.40169907,1
-51.225,-27.4017,1
-49.838344,-27.418211,1
-51.77190018,-27.41970062,1
-51.6678,-27.5669,1
-51.02249908,-27.61109924,1
-51.5202644,-27.6192208,1
-51.33639908,-27.63439941,1
-54.76390076,-27.65500069,1
-51.46060181,-27.67169952,1
-51.13000107,-27.68919945,1
-54.90060043,-27.73609924,1
-50.3260994,-27.81609917,1
-54.66279984,-27.82390022,1
-51.0586111,-27.8627778,1
-50.76079941,-27.89920044,1
-48.9292,-27.9014,1
-55.13750076,-27.90559959,1
-51.80670166,-27.9496994,1
-49.584122,-27.994438,1
-55.19889832,-28.04470062,1
-51.196114,-28.054472,1
-51.1886111,-28.0575,1
-52.67720032,-28.05920029,1
-54.7381,-28.1486,1
-55.26720047,-28.18250084,1
-55.63890076,-28.18359947,1
-55.9764,-28.23977,1
-55.974912,-28.24367,1
-52.40670013,-28.26280022,1
-52.1917,-28.2783,1
-51.184096,-28.313678,1
-51.1841667,-28.3263889,1
-51.184167,-28.326389,1
-50.611652,-28.351183,1
-50.9234,-28.3696,1
-50.953888,-28.455,1
-50.953888,-28.455278,1
-50.93389893,-28.5121994,1
-49.4575,-28.5156,1
-49.4244,-28.5978,1
-56.00439835,-28.66060066,1
-50.41669846,-28.6678009,1
-53.709715,-28.67669,1
-51.925,-28.7094444,1
-49.651791,-28.71067,1
-51.89030075,-28.84560013,1
-51.53329849,-28.8628006,1
-52.1753006,-28.87220001,1
-51.54940033,-28.93610001,1
-50.1447,-29.0478,1
-55.7667,-29.1893,1
-49.95029831,-29.19669914,1
-49.9503,-29.1967,1
-51.86750031,-29.28420067,1
-49.72689819,-29.33530045,1
-49.8428402,-29.363867,1
-50.81560135,-29.36560059,1
-49.84970093,-29.36940002,1
-49.8941667,-29.3844444,1
-50.886913,-29.390384,1
-49.8472222,-29.3961111,1
-52.65250015,-29.40670013,1
-50.898892,-29.40775,1
-50.58359909,-29.44809914,1
-50.5836,-29.4481,1
-52.597833,-29.449483,1
-52.5978333,-29.4494833,1
-50.2166667,-29.45,1
-51.3064003,-29.45079994,1
-51.96139908,-29.46689987,1
-53.5465,-29.4684,1
-53.46889877,-29.47170067,1
-50.2263889,-29.4830556,1
-53.5358,-29.5133,1
-50.77780151,-29.51689911,1
-54.46030045,-29.56559944,1
-53.4231,-29.58,1
-50.07080078,-29.58530045,1
-53.24000168,-29.64529991,1
-53.8,-29.6833,1
-53.8069,-29.6842,1
-53.80690002,-29.68420029,1
-51.32987,-29.687942,1
-52.42580032,-29.71750069,1
-50.9247222,-29.8044444,1
-50.52,-29.8177778,1
-51.9303889,-29.8255278,1
-51.8053611,-29.9302778,1
-51.7181015,-29.94330025,1
-51.72219849,-29.95919991,1
-51.23,-30.0331,1
-51.22999954,-30.03310013,1
-52.89390182,-30.03919983,1
-51.72919846,-30.07719994,1
-51.0227778,-30.0808333,1
-51.02330017,-30.08110046,1
-51.6724264,-30.0922433,1
-51.32500076,-30.11389923,1
-53.5653,-30.1606,1
-53.56529999,-30.16060066,1
-50.20560074,-30.18110085,1
-51.0944319,-30.2212095,1
-54.91419983,-30.25830078,1
-50.3089167,-30.2741667,1
-51.30110168,-30.29109955,1
-51.73360062,-30.38829994,1
-52.3119444,-30.4254444,1
-53.49140167,-30.5121994,1
-56.319427,-30.548594,1
-55.9531,-30.5631,1
-52.1867,-30.6086,1
-51.766577,-30.612304,1
-55.63138,-30.86455,1
-53.1153,-30.8719,1
-54.831115,-30.895174,1
-55.65895,-30.93059,1
-55.68023,-30.977,1
-54.6727778,-30.9827778,1
-54.672778,-30.982778,1
-54.67309952,-30.98279953,1
-55.69318,-30.99106,1
-52.0483333,-30.9997222,1
-50.9436111,-31.0788889,1
-50.943611,-31.078889,1
-55.9036,-31.1744,1
-51.9788889,-31.3627778,1
-51.978889,-31.362778,1
-58.117955,-31.370201,1
-58.100848,-31.418365,1
-53.6898333,-31.4595,1
-53.7549167,-31.5489444,1
-53.7560278,-31.5490556,1
-53.7552778,-31.5490833,1
-53.7554444,-31.5491389,1
-53.7553889,-31.5491667,1
-53.7375,-31.5506389,1
-53.7473333,-31.5510278,1
-53.7366111,-31.5516667,1
-53.7001667,-31.5518889,1
-53.7,-31.5518889,1
-53.7001111,-31.5520278,1
-53.6989444,-31.5521389,1
-53.6999722,-31.5525556,1
-53.67250061,-31.55809975,1
-53.7533889,-31.5767778,1
-53.7283333,-31.5977222,1
-53.7325,-31.598611,1
-53.7325,-31.5986111,1
-53.7166667,-31.6,1
-52.3427778,-31.7719444,1
-52.09859848,-32.03499985,1
-58.038537,-32.528961,1
-53.7471,-22.9008,1
-53.6439,-22.889,1
-56.524,-20.9659,1
-56.5211,-20.9685,1
