long,'lat','minu'
-44.4211,-20.1967,1
-44.4308,-18.7564,1
-49.8783,-6.49694,1
-49.3786,-26.2503,1
-44.0797,-21.0575,1
-44.3017,-20.0703,1
-44.2739,-20.0492,1
-43.3067,-18.4658,1
-45.1653,-22.4492,1
-42.8897,-16.5594,1
-41.38,-19.3597,1
-43.8042,-19.9672,1
-44.1997,-20.1433,1
-43.2558,-18.9672,1
-43.7144,-19.1689,1
-43.3653,-18.7361,1
-42.4333,-14.8497,1
-43.6697,-19.88,1
-44.3617,-15.4881,1
-47.5,-23.96,1
-42.5208,-20.6667,1
-45.2417,-18.2064,1
-42.6925,-17.0833,1
-45.0694,-16.3686,1
-57.6533,-19.0092,1
-55.74969864,-15.4605999,1
-59.95059967,-15.00809956,1
-47.06000137,-22.89999962,1
-48.36000061,-24.09000015,1
-47.15000153,-22.76000023,1
-40.07220078,-19.39109993,1
-46.63,-23.54027778,1
-45.06972222,-23.43027778,1
-47.45972222,-24.28027778,1
-43.74472222,-19.51361111,1
-42.53083333,-22.28194444,1
-46.56138889,-21.78805556,1
-46.36555556,-20.24555556,1
-46.52972222,-23.66,1
-48.83416667,-25.47694444,1
-50.32583333,-27.81611111,1
-50.78055556,-29.65083333,1
-50.58333333,-29.44833333,1
-43.88944444,-19.62722222,1
-55.74944444,-15.46083333,1
-49.37833333,-26.25055556,1
-51.02305556,-30.08111111,1
-49.11777778,-5.368611111,1
-44.56972222,-22.64,1
-48.75972222,-24.22,1
-42.13916667,-19.78972222,1
-67.08916667,-0.130555556,1
-43.04055556,-22.65305556,1
-44.43972222,-22.67027778,1
-50.14027778,-15.93444444,1
-52.60472222,-23.66333333,1
-46.38805556,-20.86361111,1
-46.56916667,-22.06833333,1
-40.07194444,-19.39111111,1
-47.91972222,-24.38,1
-47.25972222,-22.82,1
-50.61305556,-15.82333333,1
-43.84666667,-19.98583333,1
-46.36583333,-20.32694444,1
-43.17833333,-22.505,1
-46.54972222,-23.11027778,1
-48.11972222,-22.28027778,1
-46.18805556,-23.52305556,1
-48.41694444,-10.70833333,1
-48.36,-24.09027778,1
-48.91211667,-25.79499167,1
-56.74547222,-9.557444444,1
-56.49338889,-9.47375,1
-48.35,-23.4,1
-40.99055556,-20.48361111,1
-51.70736111,-20.99347222,1
-60.02500153,-3.101939917,1
-41.55889893,-12.52890015,1
-39.85889816,-18.71610069,1
-44.30279922,-2.529720068,1
-50.50310135,-10.46969986,1
-48.27719879,-18.91860008,1
-42.88190079,-20.75390053,1
-55.86610031,-1.765560031,1
-50.94940186,-24.20829964,1
-46.54999924,-23.11000061,1
-47.13000107,-23.29999924,1
-48.59000015,-24.57999992,1
-46.88000107,-23.18000031,1
-47.40999985,-22.75,1
-47.88999939,-22.01000023,1
-37.16999817,-10.8064003,1
-43.85779953,-20.49970055,1
-47.81999969,-22.25,1
-47.54999924,-24.70000076,1
-48.79999924,-22.59000015,1
-47.56000137,-22.40999985,1
-49.86999893,-22.96999931,1
-56.47669983,-9.664719582,1
-57.75279999,-6.222219944,1
-48.31000137,-20.30999947,1
-41.86830139,-20.43330002,1
-41.66719818,-20.54140091,1
-43.74499893,-19.5135994,1
-41.00690079,-20.67140007,1
-68.76354167,-11.02085,1
-43.71416667,-19.16916667,1
-43.22689819,-19.61919975,1
-51.5202644,-27.6192208,1
-51.0944319,-30.2212095,1
-53.8513377,-27.2326704,1
-51.5458333,-30.6238889,1
-50.2166667,-29.45,1
-50.3089167,-30.2741667,1
-53.6903056,-31.4431944,1
-53.7283333,-31.5977222,1
-53.6980278,-31.5857778,1
-53.6600833,-31.5713333,1
-53.7375,-31.5506389,1
-53.7003056,-31.5521389,1
-53.7560278,-31.5490556,1
-53.6901389,-31.5637222,1
-53.71425,-31.5871389,1
-53.7473333,-31.5510278,1
-53.7001667,-31.5518889,1
-53.6871667,-31.5788333,1
-53.6990556,-31.5519722,1
-53.7549167,-31.5489444,1
-53.6989444,-31.5521389,1
-50.0267222,-29.5909444,1
-53.7553889,-31.5491667,1
-53.7473611,-31.5510556,1
-53.7001111,-31.5520278,1
-53.74725,-31.5508889,1
-53.6999722,-31.5525556,1
-53.7366111,-31.5516667,1
-53.7454722,-31.5509444,1
-53.7554444,-31.5491389,1
-53.7552778,-31.5490833,1
-53.7472222,-31.5509444,1
-53.7,-31.5518889,1
-48.51230556,-27.51827778,1
-48.5074708,-27.7501039,1
-52.3427778,-31.7719444,1
-52.2983333,-28.8544444,1
-53.4152778,-15.3413889,1
-50.61121,-28.324156,1
-50.326369,-28.4125,1
-51.925,-28.7094444,1
-50.7608333,-27.8988889,1
-50.0658333,-28.7477778,1
-50.9338889,-28.5119444,1
-50.3769444,-29.4213889,1
-51.3552778,-28.6161111,1
-52.8105556,-31.8797222,1
-53.7166667,-31.6,1
-52.5978333,-29.4494833,1
-55.5141667,-15.8230556,1
-46.0719444,-20.6047222,1
-50.1761111,-29.4813889,1
-53.3993,-29.5306,1
-52.9383,-26.8128,1
-52.9525,-26.8363,1
-52.9692,-26.8316,1
-50.3833333,-29.3833333,1
-46.7372222,-0.9744444,1
-46.7491667,-1.0483333,1
-52.9894444,-32.0477778,1
-55.3363889,-29.5980556,1
-50.1738889,-29.4819444,1
-52.9571,-27.8236,1
-51.82220078,-16.42690086,1
-55.71139908,-12.54529953,1
-52.54140091,-25.30690002,1
-51.65969849,-25.69560051,1
-51.08639908,-26.22999954,1
-64.22720337,-12.44499969,1
-53.24000168,-29.64529991,1
-51.94499969,-29.40110016,1
-52.1753006,-28.87220001,1
-51.46060181,-27.67169952,1
-53.49140167,-30.5121994,1
-53.67250061,-31.55809975,1
-50.00970078,-29.74559975,1
-50.20560074,-30.18110085,1
-53.53139877,-27.65920067,1
-53.39440155,-27.35919952,1
-51.76029968,-29.90500069,1
-52.65250015,-29.40670013,1
-54.46030045,-29.56559944,1
-52.77140045,-27.36170006,1
-51.61000061,-28.78389931,1
-53.05860138,-27.32889938,1
-51.80670166,-27.9496994,1
-52.42580032,-29.71750069,1
-51.72219849,-29.95919991,1
-50.06579971,-28.74830055,1
-52.52170181,-29.53860092,1
-53.75830078,-27.37109947,1
-50.07080078,-29.58530045,1
-49.72689819,-29.33530045,1
-50.93389893,-28.5121994,1
-51.02330017,-30.08110046,1
-51.13000107,-27.68919945,1
-51.01499939,-26.77529907,1
-50.76079941,-27.89920044,1
-51.22499847,-27.40169907,1
-50.51190186,-27.93689919,1
-51.33639908,-27.63439941,1
-49.24309921,-26.4253006,1
-50.58440018,-27.28280067,1
-48.54919815,-27.59670067,1
-52.78720093,-27.13190079,1
-52.32310104,-27.29059982,1
-48.78079987,-28.48250008,1
-49.39670181,-28.39279938,1
-50.69530106,-26.92889977,1
-52.05939865,-26.78000069,1
-52.9919014,-26.84810066,1
-48.80530167,-27.56609917,1
-52.31060028,-27.14940071,1
-49.00690079,-28.4666996,1
-49.59170151,-28.01499939,1
-42.475,-14.0694,1
-40.0836,-13.8575,1
-48.36,-24.09,1
-45.07,-23.43,1
-57.8106,-9.84972,1
-44.57,-22.64,1
-47.56,-22.41,1
-50.4167,-28.6678,1
-57.4492,-9.54361,1
-59.4594,-10.1667,1
-56.4767,-9.66472,1
-45.41,-23.76,1
-47.89,-22.01,1
-50.1461,-17.0486,1
-48.53,-24.18,1
-51.9386,-23.4253,1
-51.6783,-20.7511,1
-48.6081,-16.6589,1
-49.37,-20.82,1
-46.46,-23.66,1
-50.4517,-18.4483,1
-49.9556,-9.27833,1
-45.31,-23.22,1
-40.9211,-3.85444,1
-49.6247,-28.3369,1
-48.76,-24.22,1
-52.1917,-28.2783,1
-44.9733,-12.3633,1
-39.7322,-18.5933,1
-49.1989,-25.9281,1
-55.7497,-15.4606,1
-46.88,-21.59,1
-49.0769,-25.3656,1
-47.8831,-12.6153,1
-46.63,-23.54,1
-44.2558,-21.9111,1
-53.5653,-30.1606,1
-50.41,-22.66,1
-52.16,-22.53,1
-36.3508,-9.78194,1
-44.4328,-13.6194,1
-45.88,-23.39,1
-52.0986,-32.035,1
-46.1447,-22.7553,1
-43.1786,-22.505,1
-56.4819,-21.1211,1
-46.99,-24.32,1
-41.5053,-17.8575,1
-47.47,-20.25,1
-48.34,-24,1
-40.0722,-19.3911,1
-49.5981,-6.10167,1
-48.44,-22.88,1
-47.06,-22.9,1
-49.4244,-28.5978,1
-51.225,-27.4017,1
-49.0633,-25.4417,1
-48.12,-22.28,1
-44.96,-23.07,1
-49.7058,-24.2511,1
-44.4147,-2.40889,1
-47.71,-23.81,1
-51.0069,-29.6381,1
-52.005,0.902778,1
-48.951944,-22.777778,1
-51.3156,-26.4275,1
-49.5434,-21.0767,1
-47.4424,-19.8692,1
-49.1933,-20.3633,1
-49.2526,-20.3792,1
-49.1982,-20.3578,1
-49.2388,-20.3641,1
-49.2751,-20.3745,1
-49.3081,-25.6575,1
-49.05,-25.6832,1
-49.2683,-20.9028,1
-50.485,-20.1972,1
-49.4005,-20.031,1
-52.1689,-22.6169,1
-52.2341,-22.5446,1
-49.8976,-20.8877,1
-49.1977,-20.3411,1
-51.904,-26.783,1
-51.7935,-26.8675,1
-52.0558,-25.5722,1
-51.9813,-23.9194,1
-48.3654,-24.0991,1
-44.5772,-22.6454,1
-51.7734,-17.9385,1
-49.4343,-20.3915,1
-47.6138,-23.5107,1
-44.8334,-23.3588,1
-44.8263,-23.364,1
-44.8335,-23.3591,1
-49.6676,-22.4159,1
-49.675,-22.3879,1
-49.6698,-22.3972,1
-49.6688,-22.4007,1
-46.9221,-24.2349,1
-45.7528,-23.7264,1
-51.364,-26.3948,1
-51.3801,-26.3758,1
-51.4006,-26.407,1
-51.3591,-26.4202,1
-51.3586,-26.4207,1
-51.6661,-26.4951,1
-51.6755,-26.5223,1
-51.6632,-26.5447,1
-51.5784,-26.6004,1
-51.3925,-26.3944,1
-51.3888,-26.4063,1
-51.3499,-26.4149,1
-51.6694,-26.5058,1
-51.3796,-26.3937,1
-51.3794,-26.3787,1
-51.3617,-26.3961,1
-51.3514,-26.4185,1
-51.6707,-26.4996,1
-51.6615,-26.5556,1
-51.577,-26.6012,1
-51.4027,-26.4023,1
-51.6523,-26.5423,1
-51.4012,-26.407,1
-51.6742,-26.5242,1
-51.3886,-26.4057,1
-49.429,-20.6746,1
-51.6656,-26.4958,1
-50.0138,-25.2277,1
-49.1788,-25.9256,1
-46.9408,-23.2339,1
-46.9458,-23.2364,1
-46.9367,-23.245,1
-46.9397,-23.2492,1
-46.9436,-23.2497,1
-46.9358,-23.2578,1
-56.146,-19.5635,1
-56.1212,-19.5136,1
-56.1206,-19.5697,1
-56.1026,-19.5655,1
-56.115,-19.5547,1
-56.1144,-19.5543,1
-57.0191,-19.5772,1
-49.3059,-20.8378,1
-49.4329,-20.696,1
-49.4359,-20.6866,1
-49.5455,-20.7896,1
-49.439,-20.8765,1
-49.5156,-20.7584,1
-49.476,-20.7481,1
-49.4743,-20.8469,1
-48.4448,-22.8859,1
-48.1276,-22.7844,1
-56.1506,-19.5779,1
-49.8044,-22.3772,1
-49.6944,-22.4025,1
-49.0842,-22.2348,1
-51.7998,-26.8828,1
-40.406667,-19.9325,1
-40.645556,-20.805833,1
-40.600278,-19.935556,1
-40.490833,-20.358611,1
-40.052222,-18.009722,1
-48.445,-22.886667,1
-40.8,-20.533333,1
-40.150556,-18.030278,1
-40.659167,-20.363333,1
-40.363333,-18.126944,1
-39.844167,-18.355278,1
-40.801667,-20.550833,1
-41.023056,-20.401944,1
-40.416667,-20.266667,1
-40.683056,-20.412778,1
-40.42,-20.263889,1
-39.828889,-20.161944,1
-41.730278,-20.497222,1
-40.500556,-18.715556,1
-39.992778,-19.408056,1
-40.74969864,-20.63500023,1
-41.1128006,-20.84889984,1
-40.65919876,-20.36330032,1
-40.36970139,-19.83189964,1
-40.60029984,-19.93560028,1
-43.8014,-20.2533,1
-54.606,-17.3359,1
-58.3104,-14.4346,1
-45.0232,-23.3785,1
-54.1665,-15.3259,1
-58.8619,-15.3173,1
-55.8894,-15.48,1
-56.3661,-10.055,1
-58.4572,-15.2558,1
-56.9492,-10.3503,1
-55.5396,-15.1071,1
-56.7455,-9.5574,1
-56.6821,-9.5944,1
-57.8369,-16.5165,1
-56.4934,-9.4738,1
-54.2193,-15.0984,1
-57.995,-12.4251,1
-57.6248,-11.0586,1
-58.7256,-15.1258,1
-59.323,-11.5308,1
-54.0724,-15.2275,1
-53.9628,-15.2406,1
-53.9518,-15.2411,1
-48.6583,-28.0454,1
-59.983,-15.1875,1
-56.7233,-18.731,1
-52.1867,-30.6086,1
-60.2631,-9.8603,1
-50.9234,-28.3696,1
-56.961,-10.3695,1
-56.9606,-10.3691,1
-58.5981,-15.4829,1
-58.58,-15.1,1
-56.9804,-10.3364,1
-61.8506,-12.1281,1
-58.7265,-15.1237,1
-55.4364,-16.4825,1
-56.1657,-13.0377,1
-58.4395,-15.0853,1
-56.5281,-15.8315,1
-49.4344,-20.3916,1
-46.5217,-23.1869,1
-50.4851,-20.197,1
-49.9738,-21.0152,1
-44.6125,-22.7581,1
-49.915,-20.0796,1
-49.1975,-20.303,1
-49.3999,-20.0312,1
-49.267,-20.4187,1
-49.0741,-21.6204,1
-47.646,-21.72,1
-49.5122,-20.8177,1
-49.7142,-20.7725,1
-50.2467,-20.284,1
-49.3796,-20.8108,1
-49.0555,-21.3173,1
-51.9556,-26.7907,1
-51.3177,-26.4276,1
-51.7918,-26.8702,1
-51.6354,-26.5161,1
-50.4048,-23.85,1
-50.0029,-24.6665,1
-50.0137,-25.2496,1
-49.9241,-24.5752,1
-51.8567,-23.8656,1
-48.4467,-22.2697,1
-48.8659,-22.4317,1
-50.4003,-21.2204,1
-44.8507,-23.3588,1
-48.0196,-19.3139,1
-47.8863,-18.8031,1
-57.6532,-19.0012,1
-48.4322,-22.8562,1
-51.1117,-20.6441,1
-51.3882,-22.123,1
-49.3078,-20.8662,1
-54.5423,-21.8025,1
-53.1292,-18.5439,1
-42.7685,-5.041,1
-63.0298,-7.5169,1
-48.492,-22.8978,1
-49.5113,-20.8241,1
-45.2314,-18.2059,1
-56.4835,-21.1287,1
-47.426,-21.9966,1
-46.629,-22.4708,1
-47.6256,-22.2206,1
-48.766,-24.2215,1
-48.1082,-24.5269,1
-45.0733,-23.4352,1
-47.8784,-24.7225,1
-47.6946,-22.1179,1
-49.2698,-20.9029,1
-48.276,-18.9106,1
-49.1956,-25.5306,1
-50.9266,-20.2113,1
-49.1979,-20.3412,1
-52.1087,-30.7005,1
-53.2675,-29.4554,1
-49.2008,-20.3515,1
-49.1791,-25.9273,1
-49.3122,-25.6525,1
-49.6954,-22.4053,1
-48.3653,-24.0992,1
-51.9783,-23.9134,1
-53.312222,-17.909167,1
-56.566944,-19.418056,1
-51.908111,-19.565889,1
-55.80690002,-20.48360062,1
-55.78720093,-20.47109985,1
-54.64640045,-20.44280052,1
-54.82939911,-19.83169937,1
-56.13809967,-21.4803009,1
-51.47999954,-20.87000084,1
-57.65330124,-19.00919914,1
-56.71500015,-20.53860092,1
-55.83000183,-21.13529968,1
-54.38389969,-21.46579933,1
-53.12919998,-18.54389954,1
-54.04389954,-19.53140068,1
-51.93000031,-19.72559929,1
-42.36640167,-21.13059998,1
-56.48189926,-21.12109947,1
-43.82780075,-22.08919907,1
-52.782528,-19.248194,1
-50.7806015,-29.65060043,1
-46.38809967,-20.86359978,1
-48.43999863,-22.87999916,1
-41.84529877,-20.68889999,1
-50.3260994,-27.81609917,1
-47.45999908,-24.28000069,1
-46.36750031,-21.32640076,1
-50.21500015,-16.12669945,1
-42.53110123,-22.28190041,1
-49.01670074,-17.30279922,1
-46.56140137,-21.78779984,1
-49.02170181,-27.67250061,1
-43.20750046,-22.90279961,1
-45.84000015,-23.53000069,1
-50.58359909,-29.44809914,1
-45.31000137,-23.21999931,1
-46.36579895,-20.24530029,1
-48.60810089,-16.65889931,1
-49.19889832,-25.92810059,1
-46.99000168,-22.96999931,1
-46.36610031,-20.32670021,1
-45.59000015,-22.72999954,1
-45.40999985,-23.62000084,1
-44.43080139,-18.75639915,1
-41.68579865,-20.62000084,1
-49.5318985,-16.83060074,1
-46.83000183,-23,1
-61.9516983,-10.88529968,1
-43.88970184,-19.62719917,1
-49.11780167,-5.368609905,1
-52.55110168,-17.56940079,1
-45.66139984,-20.37059975,1
-49.06330109,-25.44169998,1
-48.95920181,-15.85249996,1
-48.75999832,-24.21999931,1
-46.52999878,-23.65999985,1
-47.45000076,-23.5,1
-51.1628,-23.3103,1
-49.87,-22.97,1
-50.7511,-23.08,1
-50.9131,-23.07,1
-50.6156,-24.3239,1
-51.4244,-23.4194,1
-39.84416667,-18.35527778,1
-73.6833333,4.1666667,1
-61.17779,5.89424,1
-55.185667,4.951833,1
-56.144,-19.5719,1
-53.7471,-22.9008,1
-53.6439,-22.889,1
-56.524,-20.9659,1
-56.5211,-20.9685,1
